BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-38.0467588156803,175,21.7410050375316
2,1,3,0,175,0
3,1,5,83.6467588156803,175,47.7981478946745
4,2,4,-2.11942469037218,175,1.21109982306982
5,2,6,-13.2905531251835,175,7.59460178581914
6,3,9,60.8793266999957,175,34.7881866857118
7,3,24,119.120673300004,400,29.7801683250011
8,4,9,76.1194246903722,175,43.4968141087841
9,5,10,-12.6467588156803,175,7.22671932324591
10,6,10,149.290553125184,175,85.3088875001049
11,7,8,50,175,28.5714285714286
12,8,9,63.9668714963146,175,36.552497997894
13,8,10,57.0331285036854,175,32.5903591449631
14,9,11,93.1385149333749,400,23.2846287333437
15,9,12,-119.104137820057,400,29.7760344550144
16,10,11,106.782864970122,400,26.6957162425305
17,10,12,-105.459787783311,400,26.3649469458276
18,11,13,58,500,11.6
19,11,14,-257.921379903497,500,51.5842759806994
20,12,13,0,500,0
21,12,23,224.563925603368,500,44.9127851206736
22,13,23,0,500,0
23,14,16,451.921379903497,500,90.3842759806994
24,15,16,328.381609499938,500,65.6763218999875
25,15,21,20.7195319000334,500,4.14390638000668
26,15,21,20.7195319000333,500,4.14390638000666
27,15,24,-119.120673300004,500,23.8241346600009
28,16,17,-314.439063800067,500,62.8878127600133
29,16,19,-420.163925603368,500,84.0327851206736
30,17,18,317.846187016852,500,63.5692374033704
31,17,22,-3.40712321678553,500,0.681424643357106
32,18,21,-42.4230935084261,500,8.48461870168522
33,18,21,-42.423093508426,500,8.48461870168521
34,19,20,300.581962801684,500,60.1163925603368
35,19,20,300.581962801684,500,60.1163925603368
36,20,23,-236.581962801684,500,47.3163925603368
37,20,23,-236.581962801684,500,47.3163925603368
38,21,22,-56.5928767832145,500,11.3185753566429
