BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-38.9677905093494,175,22.2673088624854
2,1,3,-34.6391029698655,175,19.7937731256374
3,1,5,119.206893479215,175,68.1182248452657
4,2,4,74.0327091469448,175,42.3044052268256
5,2,6,-14.2207901683731,175,8.12616581049891
6,3,9,135.719987979289,175,77.5542788453078
7,3,24,78.9191149905768,400,19.7297787476442
8,4,9,-0.0327091469448426,175,0.0186909411113386
9,5,10,-48.2068934792149,175,27.5467962738371
10,6,10,150.220790168373,175,85.8404515247846
11,7,8,50,175,28.5714285714286
12,8,9,69.6416905436729,175,39.7952517392417
13,8,10,51.3583094563271,175,29.3476054036155
14,9,11,-94.140383407702,400,23.5350958519255
15,9,12,63.8114140316852,400,15.9528535079213
16,10,11,-58.1620017924362,400,14.5405004481091
17,10,12,99.789795646951,400,24.9474489117377
18,11,13,165.167154191411,500,33.0334308382821
19,11,14,-12.8647689912725,500,2.5729537982545
20,12,13,-113.23948037087,500,22.6478960741741
21,12,23,-50.3617293077657,500,10.0723458615531
22,13,23,6.07232617945979,500,1.21446523589196
23,14,16,206.864768991273,500,41.3729537982545
24,15,16,291.582471435499,500,58.3164942870998
25,15,21,14.2183217775388,500,2.84366435550776
26,15,21,14.2183217775388,500,2.84366435550776
27,15,24,-78.9191149905768,500,15.7838229981154
28,16,17,-301.436643555078,500,60.2873287110155
29,16,19,-151.310596871694,500,30.2621193743388
30,17,18,304.951778856396,500,60.9903557712792
31,17,22,-3.51513530131848,500,0.703027060263697
32,18,21,-35.975889428198,500,7.19517788563961
33,18,21,-35.975889428198,500,7.19517788563961
34,19,20,166.155298435847,500,33.2310596871694
35,19,20,166.155298435847,500,33.2310596871694
36,20,23,-102.155298435847,500,20.4310596871694
37,20,23,-102.155298435847,500,20.4310596871694
38,21,22,-56.4848646986816,500,11.2969729397363
