BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,0,175,0
2,1,3,-35.8440381729584,175,20.4823075274048
3,1,5,81.4440381729584,175,46.5394503845477
4,2,4,42.1613802603106,175,24.0922172916061
5,2,6,-16.1584157330463,175,9.23338041888358
6,3,9,135.045520436591,175,77.168868820909
7,3,24,80.7985177363677,400,20.1996294340919
8,4,9,31.8386197396894,175,18.1934969941082
9,5,10,-10.4440381729584,175,5.96802181311911
10,6,10,152.158415733046,175,86.9476661331693
11,7,8,50,175,28.5714285714286
12,8,9,68.1933477131518,175,38.9676272646582
13,8,10,52.8066522868482,175,30.175229878199
14,9,11,-84.8124003315627,400,21.2031000828907
15,9,12,24.7349124421306,400,6.18372811053264
16,10,11,-54.5341713103145,400,13.6335428275786
17,10,12,55.0131414633788,400,13.7532853658447
18,11,13,125.544322917152,500,25.1088645834304
19,11,14,13.8022487247252,500,2.76044974494505
20,12,13,-67.544322917152,500,13.5088645834304
21,12,23,-12.2037309883575,500,2.4407461976715
22,13,23,0,500,0
23,14,16,180.197751275275,500,36.039550255055
24,15,16,321.898517736368,500,64.3797035472736
25,15,21,0,500,0
26,15,21,0,500,0
27,15,24,-80.7985177363677,500,16.1597035472735
28,16,17,-273,500,54.6
29,16,19,-183.396269011643,500,36.6792538023285
30,17,18,276.75136064165,500,55.35027212833
31,17,22,-3.7513606416499,500,0.75027212832998
32,18,21,-21.875680320825,500,4.37513606416499
33,18,21,-21.875680320825,500,4.37513606416499
34,19,20,182.198134505821,500,36.4396269011643
35,19,20,182.198134505821,500,36.4396269011643
36,20,23,-118.198134505821,500,23.6396269011643
37,20,23,-118.198134505821,500,23.6396269011643
38,21,22,-56.2486393583501,500,11.24972787167
