BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-167.697222934232,175,95.826984533847
2,1,3,-59.3571409958436,175,33.9183662833392
3,1,5,143.054363930076,175,81.7453508171862
4,2,4,74,175,42.2857142857143
5,2,6,-1.30277706576777,175,0.744444037581583
6,3,9,117.099294800073,175,66.9138827428987
7,3,24,122.257846195771,400,30.5644615489427
8,4,9,0,175,0
9,5,10,-72.0543639300758,175,41.1739222457576
10,6,10,137.302777065768,175,78.4587297518673
11,7,8,-4,175,2.28571428571429
12,8,9,0,175,0
13,8,10,175,175,100
14,9,11,-17.0226832882291,400,4.25567082205727
15,9,12,74.9233884881563,400,18.7308471220391
16,10,11,-68.5972424560387,400,17.1493106140097
17,10,12,23.3488293203467,400,5.83720733008667
18,11,13,152.020838061978,500,30.4041676123956
19,11,14,-66.4009123177101,500,13.280182463542
20,12,13,-10.0437716447183,500,2.00875432894365
21,12,23,-88.2284461637847,500,17.6456892327569
22,13,23,-93.0032875044279,500,18.6006575008856
23,14,16,260.40091231771,500,52.080182463542
24,15,16,188.325710648508,500,37.6651421297016
25,15,21,17.9660677736313,500,3.59321355472627
26,15,21,17.9660677736313,500,3.59321355472627
27,15,24,-122.257846195771,500,24.4515692391542
28,16,17,-68.9321355472627,500,13.7864271094525
29,16,19,-425.768266331787,500,85.1536532663575
30,17,18,189.858508526102,500,37.9717017052205
31,17,22,-120.92637297884,500,24.1852745957679
32,18,21,-128.429254263051,500,25.6858508526102
33,18,21,-128.429254263051,500,25.6858508526102
34,19,20,303.384133165894,500,60.6768266331787
35,19,20,303.384133165894,500,60.6768266331787
36,20,23,-478.768266331787,500,95.7536532663575
37,20,23,0,500,0
38,21,22,-179.07362702116,500,35.8147254042321
