BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-37.8071896729118,175,21.604108384521
2,1,3,-34.783369092394,175,19.8762109099395
3,1,5,118.190558765306,175,67.5374621516033
4,2,4,73.2625965944476,175,41.8643409111129
5,2,6,-14.3141002802638,175,8.17948587443645
6,3,9,135.962750735567,175,77.6930004203239
7,3,24,78.8206183568273,400,19.7051545892068
8,4,9,0.737403405552362,175,0.421373374601349
9,5,10,-47.1905587653058,175,26.9660335801748
10,6,10,150.314100280264,175,85.8937715887222
11,7,8,50,175,28.5714285714286
12,8,9,69.625208687241,175,39.7858335355663
13,8,10,51.374791312759,175,29.3570236072909
14,9,11,-93.2425762930707,400,23.3106440732677
15,9,12,61.9172134647106,400,15.4793033661776
16,10,11,-57.3290612927491,400,14.3322653231873
17,10,12,97.8307284650322,400,24.457682116258
18,11,13,162.102153107897,500,32.4204306215794
19,11,14,-11.5305155220773,500,2.30610310441546
20,12,13,-111.383274637436,500,22.2766549274872
21,12,23,-48.3646672923069,500,9.67293345846138
22,13,23,7.28112152953875,500,1.45622430590775
23,14,16,205.530515522077,500,41.1061031044155
24,15,16,298.603278535991,500,59.7206557071982
25,15,21,15.4586699104182,500,3.09173398208364
26,15,21,15.4586699104182,500,3.09173398208363
27,15,24,-78.8206183568273,500,15.7641236713655
28,16,17,-303.917339820836,500,60.7834679641673
29,16,19,-154.516454237232,500,30.9032908474464
30,17,18,307.411867791388,500,61.4823735582776
31,17,22,-3.49452797055164,500,0.698905594110329
32,18,21,-37.205933895694,500,7.4411867791388
33,18,21,-37.205933895694,500,7.4411867791388
34,19,20,167.758227118616,500,33.5516454237232
35,19,20,167.758227118616,500,33.5516454237232
36,20,23,-103.758227118616,500,20.7516454237232
37,20,23,-103.758227118616,500,20.7516454237232
38,21,22,-56.5054720294484,500,11.3010944058897
