BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-22.9364024458506,175,13.1065156833432
2,1,3,-33.9106340216924,175,19.3775051552528
3,1,5,102.447036467543,175,58.5411636957389
4,2,4,57.399912701172,175,32.7999501149554
5,2,6,-15.4310474872954,175,8.81774142131166
6,3,9,133.084940365639,175,76.0485373517939
7,3,24,80.8256936560531,400,20.2064234140133
8,4,9,16.600087298828,175,9.48576417075888
9,5,10,-31.447036467543,175,17.9697351243103
10,6,10,151.431047487295,175,86.5320271355974
11,7,8,50,175,28.5714285714286
12,8,9,68.9651142843922,175,39.4086367339384
13,8,10,52.0348857156078,175,29.7342204089187
14,9,11,-79.7753694981787,400,19.9438423745447
15,9,12,36.1252275493191,400,9.03130688732977
16,10,11,-46.459746891429,400,11.6149367228572
17,10,12,69.4408501560688,400,17.3602125390172
18,11,13,119.004324621381,500,23.8008649242761
19,11,14,7.23079176822713,500,1.44615835364543
20,12,13,-85.2826521072973,500,17.0565304214595
21,12,23,-20.2834255980906,500,4.05668511961813
22,13,23,24.2783274859167,500,4.85566549718334
23,14,16,186.769208231773,500,37.3538416463546
24,15,16,331.525693656053,500,66.3051387312106
25,15,21,0,500,0
26,15,21,0,500,0
27,15,24,-80.8256936560531,500,16.1651387312106
28,16,17,-273,500,54.6
29,16,19,-199.594901887826,500,39.9189803775652
30,17,18,276.75136064165,500,55.35027212833
31,17,22,-3.75136064164991,500,0.750272128329982
32,18,21,-21.875680320825,500,4.37513606416499
33,18,21,-21.875680320825,500,4.37513606416499
34,19,20,190.297450943913,500,38.0594901887826
35,19,20,190.297450943913,500,38.0594901887826
36,20,23,-126.297450943913,500,25.2594901887826
37,20,23,-126.297450943913,500,25.2594901887826
38,21,22,-56.2486393583501,500,11.24972787167
