BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-73.1973072652566,175,41.8270327230038
2,1,3,-19.6603679646682,175,11.2344959798104
3,1,5,38.1439448513666,175,21.7965399150666
4,2,4,44.8371946521612,175,25.6212540869493
5,2,6,1.2204634902884,175,0.697407708736229
6,3,9,58.4502204553416,175,33.4001259744809
7,3,24,26.641726456695,400,6.66043161417375
8,4,9,-17.9375455293542,175,10.2500260167738
9,5,10,-12.334822044349,175,7.04846973962802
10,6,10,48.2167294921677,175,27.5524168526673
11,7,8,-29.5614035087719,175,16.8922305764411
12,8,9,47.8876792426454,175,27.3643881386545
13,8,10,43.8337242661265,175,25.0478424377866
14,9,11,-62.079474584287,400,15.5198686460718
15,9,12,37.2931555033734,400,9.32328887584336
16,10,11,-54.1020256376449,400,13.5255064094112
17,10,12,45.2706044500155,400,11.3176511125039
18,11,13,0,500,0
19,11,14,116.181500221932,500,23.2363000443864
20,12,13,27.6830323040073,500,5.53660646080145
21,12,23,-110.246792257396,500,22.0493584514792
22,13,23,-138.353207742604,500,27.6706415485208
23,14,16,-45.660798467546,500,9.13215969350919
24,15,16,69.9042492852031,500,13.9808498570406
25,15,21,0.205058742161898,500,0.0410117484323797
26,15,21,0.205058742161827,500,0.0410117484323654
27,15,24,-26.641726456695,500,5.328345291339
28,16,17,-61.4585385369554,500,12.2917077073911
29,16,19,19.2659649122807,500,3.85319298245614
30,17,18,82.6920422120618,500,16.5384084424124
31,17,22,-21.2335036751065,500,4.24670073502129
32,18,21,-30.8218105797151,500,6.16436211594302
33,18,21,-30.8218105797151,500,6.16436211594302
34,19,20,23.2645614035088,500,4.65291228070175
35,19,20,23.2645614035088,500,4.65291228070175
36,20,23,0,500,0
37,20,23,0,500,0
38,21,22,-38.7664963248935,500,7.75329926497871
