BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-175,175,100
2,1,3,-24.1953165916753,175,13.825895195243
3,1,5,107.254496606263,175,61.2882837750072
4,2,4,128.610409440987,175,73.4916625377067
5,2,6,11.2176607344518,175,6.41009184825816
6,3,9,65.4591546563995,175,37.4052312322283
7,3,24,9.26247772474946,400,2.31561943118736
8,4,9,-107.838479616425,175,61.6219883522431
9,5,10,-87.324672044859,175,49.8998125970623
10,6,10,26.9577778620394,175,15.404444492594
11,7,8,-39.9122807017544,175,22.8070175438597
12,8,9,47.9759832287742,175,27.4148475592995
13,8,10,39.9362974729802,175,22.8207414131315
14,9,11,-95.678832592,400,23.919708148
15,9,12,139.204981340796,400,34.8012453351989
16,10,11,-79.8581875588465,400,19.9645468897116
17,10,12,155.025626373949,400,38.7564065934873
18,11,13,0,500,0
19,11,14,175.537020150847,500,35.1074040301693
20,12,13,-134.853470528643,500,26.9706941057286
21,12,23,-159.377137186102,500,31.8754274372203
22,13,23,-103.778106994381,500,20.7556213988763
23,14,16,-121.080879799969,500,24.2161759599939
24,15,16,65.4186180756266,500,13.0837236151253
25,15,21,-16.7368421052632,500,3.34736842105263
26,15,21,-16.7368421052632,500,3.34736842105263
27,15,24,-9.26247772474946,500,1.85249554494989
28,16,17,0,500,0
29,16,19,29.4324371629392,500,5.88648743258783
30,17,18,23.7898355168931,500,4.75796710337861
31,17,22,-23.7898355168931,500,4.75796710337862
32,18,21,-15.1580756531834,500,3.03161513063668
33,18,21,-15.1580756531837,500,3.03161513063674
34,19,20,21.3745803809205,500,4.2749160761841
35,19,20,0,500,0
36,20,23,7.27762209024151,500,1.4555244180483
37,20,23,7.27762209024191,500,1.45552441804838
38,21,22,-36.2101644831069,500,7.24203289662139
