BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-24.7311055789664,175,14.132060330838
2,1,3,-42.3820660229546,175,24.2183234416884
3,1,5,82.6373641878004,175,47.2213509644574
4,2,4,74,175,42.2857142857143
5,2,6,-14.6688944210336,175,8.38222538344776
6,3,9,130.848247997529,175,74.7704274271597
7,3,24,91.5338180254252,400,22.8834545063563
8,4,9,0,175,0
9,5,10,-11.6373641878004,175,6.64992239302881
10,6,10,150.668894421034,175,86.0965110977335
11,7,8,12.2923641327564,175,7.02420807586082
12,8,9,81.3664501309918,175,46.4951143605667
13,8,10,77.3411857362518,175,44.1949632778582
14,9,11,-51.618332830813,400,12.9045832077033
15,9,12,14.4036347022918,400,3.60090867557295
16,10,11,-43.6973417512949,400,10.9243354378237
17,10,12,22.3246257818099,400,5.58115644545248
18,11,13,64.2487254470054,500,12.8497450894011
19,11,14,31.0669491351025,500,6.2133898270205
20,12,13,-52.121927410715,500,10.424385482143
21,12,23,15.3936669266133,500,3.07873338532266
22,13,23,45.8732019637096,500,9.17464039274192
23,14,16,162.933050864898,500,32.5866101729795
24,15,16,372.633818025425,500,74.5267636050851
25,15,21,-20,500,4
26,15,21,-20,500,4
27,15,24,-91.5338180254252,500,18.306763605085
28,16,17,-233,500,46.6
29,16,19,-256.866868890323,500,51.3733737780646
30,17,18,233,500,46.6
31,17,22,0,500,0
32,18,21,0,500,0
33,18,21,0,500,0
34,19,20,218.933434445159,500,43.7866868890319
35,19,20,218.933434445164,500,43.7866868890327
36,20,23,-154.933434445161,500,30.9866868890323
37,20,23,-154.933434445161,500,30.9866868890323
38,21,22,-60,500,12
