BranchID,FromBus,ToBus,PowerFlow_MW,RateA_MVA,Loading_%
1,1,2,-138.21727830128,175,78.9813018864456
2,1,3,-37.0233704126086,175,21.1562116643478
3,1,5,152.09959608231,175,86.9140549041769
4,2,4,78.8296585172652,175,45.045519152723
5,2,6,4.80028191403851,175,2.74301823659343
6,3,9,88.2411043923306,175,50.4234882241889
7,3,24,14.2138449676465,400,3.55346124191162
8,4,9,-51.9300093944582,175,29.6742910825475
9,5,10,-126.290473275292,175,72.1659847287383
10,6,10,44.6369110684176,175,25.5068063248101
11,7,8,-29.5614035087719,175,16.8922305764411
12,8,9,48.8297765962925,175,27.9027294835957
13,8,10,42.8916269124795,175,24.5095010928454
14,9,11,-119.487779552454,400,29.8719448881135
15,9,12,97.9609430460084,400,24.4902357615021
16,10,11,0,400,0
17,10,12,109.646145820711,400,27.4115364551777
18,11,13,175.669125965444,500,35.1338251930889
19,11,14,-56.1813464129905,500,11.2362692825981
20,12,13,-207.607088866719,500,41.5214177733438
21,12,23,0,500,0
22,13,23,-78.7322125373219,500,15.7464425074644
23,14,16,126.702048167376,500,25.3404096334753
24,15,16,65.0725991490179,500,13.0145198298036
25,15,21,-0.963236739808558,500,0.192647347961712
26,15,21,-0.963236739808558,500,0.192647347961712
27,15,24,-14.2138449676465,500,2.84276899352929
28,16,17,-59.1219475730145,500,11.8243895146029
29,16,19,-150.601822550397,500,30.1203645100795
30,17,18,59.1219475730146,500,11.8243895146029
31,17,22,0,500,0
32,18,21,-19.0367632601915,500,3.8073526520383
33,18,21,-19.0367632601915,500,3.8073526520383
34,19,20,108.198455134848,500,21.6396910269696
35,19,20,108.198455134848,500,21.6396910269696
36,20,23,-84.9338937313391,500,16.9867787462678
37,20,23,-84.9338937313391,500,16.9867787462678
38,21,22,-60,500,12
